108	29	7.482
108	30	9.955
108	31	11.687
108	32	13.465
108	33	15.521
108	34	17.323
108	35	18.568
108	36	20.099
108	37	21.139
108	38	22.141
108	39	23.330
108	40	24.182
132	1	0.108
132	2	0.045
132	3	-0.140
132	4	-0.185
132	5	-0.134
132	6	0.195
132	7	0.316
132	8	0.250
132	9	0.023
132	10	-0.210
132	11	-0.188
132	12	-0.122
132	13	-0.044
132	14	0.224
132	15	0.255
132	16	0.030
132	17	-0.016
132	18	-0.088
132	19	-0.165
132	20	-0.073
132	21	0.116
132	22	0.216
132	23	0.456
132	24	0.859
132	25	1.442
132	26	2.539
132	27	4.022
132	28	6.268
132	29	8.384
132	30	11.134
132	31	13.667
132	32	15.395
132	33	17.152
132	34	19.862
132	35	22.357
132	36	23.832
132	37	25.908
132	38	27.259
132	39	28.452
132	40	28.830
156	1	0.228
156	2	0.232
156	3	0.218
156	4	0.103
156	5	0.009
156	6	-0.033
156	7	-0.030
156	8	-0.131
156	9	-0.129
156	10	-0.113
156	11	-0.027
156	12	0.037
156	13	0.041
156	14	0.058
156	15	0.033
156	16	-0.063
156	17	-0.115
156	18	-0.076
156	19	-0.104
156	20	-0.030
156	21	0.164
156	22	0.186
156	23	0.050
156	24	0.345
156	25	0.826
156	26	1.368
156	27	2.157
156	28	3.720
156	29	5.692
156	30	7.601
156	31	9.764
156	32	11.767
156	33	14.302
156	34	16.361
156	35	18.479
156	36	20.180
156	37	22.472
156	38	24.771
156	39	25.526
156	40	26.817
180	1	0.384
180	2	0.322
180	3	0.129
180	4	0.063
180	5	-0.174
180	6	-0.059
180	7	0.049
180	8	0.058
180	9	0.136
180	10	0.232
180	11	0.133
180	12	-0.132
180	13	-0.321
180	14	-0.266
180	15	-0.141
180	16	0.114
180	17	0.156
180	18	-0.176
180	19	-0.178
180	20	-0.023
180	21	0.103
180	22	0.088
180	23	0.209
180	24	0.157
180	25	0.865
180	26	2.718
180	27	4.344
180	28	5.503
180	29	8.259
180	30	11.035
180	31	13.109
180	32	16.421
180	33	19.414
180	34	21.793
180	35	24.697
180	36	27.041
180	37	29.209
180	38	31.816
180	39	33.757
180	40	34.768
204	1	-0.076
204	2	-0.156
204	3	-0.089
204	4	0.002
204	5	0.211
204	6	0.265
204	7	-0.064
204	8	0.063
204	9	0.122
204	10	-0.117
204	11	-0.283
204	12	-0.245
204	13	0.003
204	14	0.038
204	15	-0.212
204	16	-0.142
204	17	-0.004
204	18	0.121
204	19	0.188
204	20	0.128
204	21	0.015
204	22	0.143
204	23	0.323
204	24	0.639
204	25	0.951
204	26	1.352
204	27	2.495
204	28	3.890
204	29	5.214
204	30	7.290
204	31	9.471
204	32	11.393
204	33	13.394
204	34	16.230
204	35	18.618
204	36	20.965
204	37	22.686
204	38	24.161
204	39	25.715
204	40	27.325
228	1	-0.105
228	2	-0.155
228	3	-0.182
228	4	-0.163
228	5	-0.095
228	6	-0.042
228	7	-0.098
228	8	0.350
228	9	0.452
228	10	0.187
228	11	0.052
228	12	-0.172
228	13	-0.122
228	14	0.010
228	15	0.061
228	16	-0.077
228	17	-0.080
228	18	-0.023
228	19	-0.057
228	20	-0.074
228	21	0.188
228	22	0.412
228	23	0.460
228	24	0.483
228	25	0.538
228	26	0.921
228	27	1.468
228	28	2.985
228	29	5.139
228	30	7.638
228	31	10.168
228	32	13.218
228	33	14.652
228	34	16.658
228	35	19.415
228	36	22.140
228	37	24.209
228	38	27.147
228	39	28.528
228	40	28.418
252	1	0.141
252	2	0.143
252	3	0.063
252	4	0.052
252	5	0.166
252	6	0.051
252	7	0.104
252	8	0.225
252	9	0.196
252	10	-0.140
252	11	-0.286
252	12	-0.201
252	13	-0.282
252	14	-0.229
252	15	-0.263
252	16	-0.282
252	17	-0.087
252	18	0.125
252	19	0.273
252	20	0.357
252	21	0.146
252	22	0.091
252	23	-0.117
252	24	-0.027
252	25	0.057
252	26	0.019
252	27	0.001
252	28	-0.011
252	29	-0.121
252	30	0.512
252	31	0.759
252	32	0.809
252	33	0.946
252	34	0.837
252	35	0.193
252	36	-0.378
252	37	-0.384
252	38	-0.183
252	39	-0.174
252	40	-0.362
